Date,Open,High,Low,Close,Volume,Adj Close
11/30/2015,5202.600098,5213.100098,5166.200195,5166.5,0,5166.5
11/27/2015,5210.700195,5258.600098,5195.399902,5202.600098,0,5202.600098
11/26/2015,5193.700195,5253.600098,5185.799805,5210.700195,0,5210.700195
11/25/2015,5226.399902,5231.200195,5192.100098,5193.700195,0,5193.700195
11/24/2015,5276.399902,5276.399902,5226.399902,5226.399902,0,5226.399902
11/23/2015,5256.100098,5285.5,5244,5276.399902,0,5276.399902
11/20/2015,5242.600098,5272,5231,5256.100098,0,5256.100098
11/19/2015,5133.100098,5242.600098,5133.100098,5242.600098,0,5242.600098
11/18/2015,5118.200195,5145.5,5082.700195,5133.100098,0,5133.100098
11/17/2015,5003.799805,5118.200195,5003.799805,5118.200195,0,5118.200195
11/16/2015,5051.299805,5051.299805,4979.200195,5003.799805,0,5003.799805
11/13/2015,5125.700195,5125.700195,5010.399902,5051.299805,0,5051.299805
11/12/2015,5122.600098,5150.100098,5083.200195,5125.700195,0,5125.700195
11/11/2015,5099.200195,5130.899902,5092.600098,5122.600098,0,5122.600098
11/10/2015,5119.5,5119.5,5047,5099.200195,0,5099.200195
11/9/2015,5215,5215,5102.799805,5119.5,0,5119.5
11/6/2015,5171.200195,5216.600098,5152.799805,5215,0,5215
11/5/2015,5242.299805,5247.600098,5167.399902,5193,0,5193
11/4/2015,5239.200195,5313.700195,5235.600098,5242.299805,0,5242.299805
11/3/2015,5165.799805,5246.399902,5165.799805,5239.200195,0,5239.200195
11/2/2015,5239.399902,5249.299805,5162.700195,5165.799805,0,5165.799805
10/30/2015,5266.899902,5266.899902,5204,5239.399902,0,5239.399902
10/29/2015,5335.200195,5353.5,5257.100098,5266.899902,0,5266.899902
10/28/2015,5346.200195,5354.899902,5319.399902,5335.200195,0,5335.200195
10/27/2015,5348,5355.799805,5339.700195,5346.200195,0,5346.200195
10/26/2015,5351.600098,5384.799805,5346.5,5348,0,5348
10/23/2015,5263.799805,5374.5,5263.799805,5351.600098,0,5351.600098
10/22/2015,5248.299805,5264.700195,5217.600098,5263.799805,0,5263.799805
10/21/2015,5235.600098,5260,5195.399902,5248.299805,0,5248.299805
10/20/2015,5269.700195,5269.700195,5228.700195,5235.600098,0,5235.600098
10/19/2015,5268.200195,5294,5254.899902,5269.700195,0,5269.700195
10/16/2015,5230,5294.299805,5230,5268.200195,0,5268.200195
10/15/2015,5197.299805,5238.899902,5197.299805,5230,0,5230
10/14/2015,5202.899902,5202.899902,5164.200195,5197.299805,0,5197.299805
10/13/2015,5232.899902,5232.899902,5173.299805,5202.899902,0,5202.899902
10/12/2015,5279.700195,5279.799805,5225.299805,5232.899902,0,5232.899902
10/9/2015,5210.399902,5284,5210.399902,5279.700195,0,5279.700195
10/8/2015,5197.899902,5256,5197.899902,5210.399902,0,5210.399902
10/7/2015,5167.399902,5197.899902,5136.299805,5197.899902,0,5197.899902
10/6/2015,5151.100098,5220,5151.100098,5167.399902,0,5167.399902
10/5/2015,5052,5153.600098,5052,5150.5,0,5150.5
10/2/2015,5112.100098,5119.200195,5042.799805,5052,0,5052
10/1/2015,5021.700195,5116.700195,5021.700195,5112.100098,0,5112.100098
9/30/2015,4918.399902,5022,4918.399902,5021.600098,0,5021.600098
9/29/2015,5098.799805,5098.799805,4918.399902,4918.399902,0,4918.399902
9/28/2015,5042.100098,5113.5,5031.799805,5113.5,0,5113.5
9/25/2015,5071.700195,5116.299805,5036.100098,5042.100098,0,5042.100098
9/24/2015,4998.100098,5071.700195,4998.100098,5071.700195,0,5071.700195
9/23/2015,5103.600098,5103.600098,4988.799805,4998.100098,0,4998.100098
9/22/2015,5066.200195,5125,5066.200195,5103.600098,0,5103.600098
9/21/2015,5170.5,5170.5,5027.399902,5066.200195,0,5066.200195
9/18/2015,5146.799805,5195,5093.200195,5170.5,0,5170.5
9/17/2015,5098.899902,5194,5098.899902,5146.799805,0,5146.799805
9/16/2015,5018.399902,5099,5018.399902,5098.899902,0,5098.899902
9/15/2015,5096.5,5103.5,5017.799805,5018.399902,0,5018.399902
9/14/2015,5071.100098,5132.399902,5068.899902,5096.5,0,5096.5
9/11/2015,5095,5116.100098,5053.700195,5071.100098,0,5071.100098
9/10/2015,5221.100098,5221.100098,5088.700195,5095,0,5095
9/9/2015,5115.200195,5221.100098,5115.200195,5221.100098,0,5221.100098
9/8/2015,5030.399902,5115.200195,5030.399902,5115.200195,0,5115.200195
9/7/2015,5040.600098,5046.299805,4973.399902,5030.399902,0,5030.399902
9/4/2015,5036.299805,5069.200195,4995.600098,5040.600098,760640100,5040.600098
9/3/2015,5101.5,5175.299805,5027.799805,5027.799805,0,5027.799805
9/2/2015,5096.399902,5103.899902,5015,5101.5,0,5101.5
9/1/2015,5207,5214,5091,5096.399902,0,5096.399902
8/31/2015,5263.600098,5263.600098,5159.399902,5207,0,5207
8/28/2015,5233.299805,5305,5228.600098,5263.600098,0,5263.600098
8/27/2015,5172.799805,5268.799805,5172.799805,5233.299805,0,5233.299805
8/26/2015,5137.299805,5179.200195,5051.399902,5172.799805,0,5172.799805
8/25/2015,5001.299805,5151.700195,4928.299805,5137.299805,0,5137.299805
8/24/2015,5214.600098,5214.600098,5001.299805,5001.299805,0,5001.299805
8/21/2015,5288.600098,5288.600098,5171.5,5214.600098,0,5214.600098
8/20/2015,5380.200195,5380.200195,5276.200195,5288.600098,0,5288.600098
8/19/2015,5303.100098,5383.200195,5303.100098,5380.200195,0,5380.200195
8/18/2015,5367.700195,5387.799805,5303.100098,5303.100098,0,5303.100098
8/17/2015,5356.5,5397,5356.5,5367.700195,0,5367.700195
8/14/2015,5387.899902,5401.899902,5351.5,5356.5,0,5356.5
8/13/2015,5382.100098,5426.200195,5382.100098,5387.899902,0,5387.899902
8/12/2015,5473.200195,5480.5,5364.700195,5382.100098,0,5382.100098
8/11/2015,5509.200195,5543.200195,5463,5473.200195,0,5473.200195
8/10/2015,5474.799805,5513,5458.200195,5509.200195,0,5509.200195
8/7/2015,5610.100098,5610.100098,5474.799805,5474.799805,0,5474.799805
8/6/2015,5674,5674,5588.399902,5610.100098,0,5610.100098
8/5/2015,5697.899902,5700.600098,5640,5674,0,5674
8/4/2015,5679.299805,5727.700195,5659.399902,5697.899902,0,5697.899902
8/3/2015,5699.200195,5703.899902,5670.200195,5679.299805,0,5679.299805
7/31/2015,5669.5,5699.5,5669.5,5699.200195,0,5699.200195
7/30/2015,5624.200195,5676.5,5624.200195,5669.5,0,5669.5
7/29/2015,5584.700195,5650.5,5584.700195,5624.200195,0,5624.200195
7/28/2015,5589.899902,5607.100098,5530.899902,5584.700195,0,5584.700195
7/27/2015,5566.100098,5589.899902,5538,5589.899902,0,5589.899902
7/24/2015,5590.299805,5607.200195,5548,5566.100098,0,5566.100098
7/23/2015,5614.600098,5617.5,5586.200195,5590.299805,0,5590.299805
7/22/2015,5706.700195,5706.700195,5614,5614.600098,0,5614.600098
7/21/2015,5686.899902,5718.899902,5686.799805,5706.700195,0,5706.700195
7/20/2015,5670.100098,5688.299805,5651.600098,5686.899902,0,5686.899902
7/17/2015,5669.600098,5688.899902,5647.700195,5670.100098,0,5670.100098
7/16/2015,5636.200195,5691.200195,5636.200195,5669.600098,0,5669.600098
7/15/2015,5577.399902,5637.600098,5576.899902,5636.200195,0,5636.200195
