Date,Open,High,Low,Close,Volume,Adj Close
11/11/2015,2999.320068,3011.97998,2980.820068,2981.590088,0,2981.590088
11/9/2015,3014.800049,3022.26001,2989.22998,2997.719971,0,2997.719971
11/6/2015,3022.52002,3025.76001,3006.51001,3010.469971,0,3010.469971
11/5/2015,3029.439941,3043.850098,3017.870117,3023.649902,0,3023.649902
11/4/2015,3010.850098,3041.780029,3008.899902,3040.47998,0,3040.47998
11/3/2015,3001.719971,3019.639893,2999.560059,2999.560059,0,2999.560059
11/2/2015,2976.719971,2981.120117,2948.419922,2974.409912,0,2974.409912
10/30/2015,2975.73999,3007.530029,2975.73999,2998.350098,0,2998.350098
10/29/2015,3050.600098,3059.570068,2997.649902,3001.51001,0,3001.51001
10/28/2015,3043.449951,3055.810059,3035.76001,3040.51001,0,3040.51001
10/27/2015,3074.199951,3082.280029,3049.550049,3052.530029,0,3052.530029
10/26/2015,3092.310059,3104.719971,3081.909912,3083.070068,0,3083.070068
10/23/2015,3070.939941,3074.959961,3061.649902,3068.459961,0,3068.459961
10/22/2015,3026.399902,3046.399902,3025.870117,3038.110107,0,3038.110107
10/21/2015,3034.699951,3038.830078,3016.76001,3025.699951,0,3025.699951
10/20/2015,3024.820068,3032.919922,3012.600098,3019.030029,0,3019.030029
10/19/2015,3023.530029,3032.25,3013.649902,3024.5,0,3024.5
10/16/2015,3032.850098,3047.100098,3021.47998,3030.610107,0,3030.610107
10/15/2015,2996.149902,3017.399902,2994.75,3015.139893,0,3015.139893
10/14/2015,2981.23999,3004.080078,2960.860107,2983.919922,0,2983.919922
10/13/2015,3021.860107,3031.139893,2984.780029,2984.879883,0,2984.879883
10/12/2015,2991.590088,3035.669922,2979.629883,3032.110107,0,3032.110107
10/9/2015,2968.169922,3011.629883,2963,2998.5,0,2998.5
10/8/2015,2978.030029,2983.620117,2938.879883,2947.030029,0,2947.030029
10/7/2015,2897.060059,2968.060059,2882.850098,2961.810059,0,2961.810059
10/6/2015,2882.5,2899.060059,2876.120117,2897.409912,0,2897.409912
10/5/2015,2826.070068,2851.25,2822.280029,2851.25,0,2851.25
10/2/2015,2796.360107,2797.310059,2765.439941,2793.149902,0,2793.149902
10/1/2015,2795.399902,2820.350098,2792.840088,2801.850098,0,2801.850098
9/30/2015,2778.590088,2799.800049,2772.26001,2790.889893,0,2790.889893
9/29/2015,2762.639893,2790.600098,2740.360107,2787.939941,0,2787.939941
9/28/2015,2823.090088,2829.639893,2780.73999,2791.919922,0,2791.919922
9/25/2015,2829.679932,2841.889893,2816.76001,2832.639893,0,2832.639893
9/23/2015,2859.580078,2860.100098,2827.189941,2845.73999,0,2845.73999
9/22/2015,2890.110107,2904.97998,2862.719971,2868.469971,0,2868.469971
9/21/2015,2855.040039,2886.389893,2854.669922,2882.27002,0,2882.27002
9/18/2015,2893.209961,2919.77002,2879.590088,2879.590088,487388400,2879.590088
9/17/2015,2877.590088,2903.580078,2877.22998,2895.810059,286434400,2895.810059
9/16/2015,2862.060059,2886.850098,2855.780029,2868.73999,309553700,2868.73999
9/15/2015,2854.719971,2857.139893,2837.590088,2841.939941,434647900,2841.939941
9/14/2015,2887.409912,2889.100098,2871.199951,2871.469971,223378900,2871.469971
9/10/2015,2885.800049,2898.149902,2868.149902,2888.030029,194180600,2888.030029
9/9/2015,2901.070068,2931.649902,2890.840088,2928.179932,278849300,2928.179932
9/8/2015,2859.939941,2892.179932,2829.199951,2885.320068,254863800,2885.320068
9/7/2015,2842.280029,2865.530029,2832.649902,2852.409912,188827500,2852.409912
9/4/2015,2888.889893,2893.120117,2859.320068,2863.810059,248801500,2863.810059
9/3/2015,2878.939941,2908.580078,2878.469971,2906.429932,130165600,2906.429932
9/2/2015,2897.76001,2906.669922,2877.48999,2878.129883,252188900,2878.129883
9/1/2015,2915.530029,2930.189941,2878.110107,2882.77002,270394000,2882.77002
8/31/2015,2987.179932,2987.179932,2921.439941,2921.439941,335994700,2921.439941
8/28/2015,2984.550049,2999.080078,2947.370117,2955.939941,338757700,2955.939941
8/27/2015,2915.179932,2952.870117,2909.780029,2945.429932,439281700,2945.429932
8/26/2015,2859.659912,2905.290039,2847.169922,2873,373092100,2873
8/25/2015,2809.550049,2926.76001,2808.310059,2886.290039,594979100,2886.290039
8/24/2015,2918.23999,2918.870117,2843.389893,2843.389893,424998800,2843.389893
8/21/2015,2961.580078,2979.639893,2947.870117,2971.01001,348683700,2971.01001
8/20/2015,3023.469971,3027.350098,3000.929932,3009.780029,280388500,3009.780029
8/19/2015,3056.169922,3063.23999,3039.139893,3041.25,364260000,3041.25
8/18/2015,3076.860107,3084.830078,3049.649902,3049.649902,302232500,3049.649902
8/17/2015,3114.560059,3116.360107,3067.350098,3067.350098,269270700,3067.350098
8/14/2015,3094.899902,3118.52002,3092.580078,3114.25,228618200,3114.25
8/13/2015,3068.909912,3103.48999,3063.600098,3091.780029,331804700,3091.780029
8/12/2015,3099.629883,3100.850098,3057.620117,3061.48999,503535200,3061.48999
8/11/2015,3213.48999,3214.5,3148.340088,3153.060059,644175100,3153.060059
8/6/2015,3194.389893,3196.659912,3180.870117,3196.659912,226060100,3196.659912
8/5/2015,3179.169922,3198.320068,3164.620117,3191.389893,431119400,3191.389893
8/4/2015,3192.330078,3193.540039,3175.070068,3191.040039,518830800,3191.040039
8/3/2015,3205.590088,3217.129883,3186.340088,3192.790039,376860600,3192.790039
7/31/2015,3214.639893,3217.860107,3184.570068,3202.5,725642700,3202.5
7/30/2015,3282.199951,3284.290039,3248.350098,3249.52002,386411200,3249.52002
7/29/2015,3286.75,3299.959961,3275.320068,3284,209558300,3284
7/28/2015,3305.26001,3306.629883,3277.129883,3281.090088,323690700,3281.090088
7/27/2015,3348.820068,3348.830078,3311.399902,3313.419922,233175200,3313.419922
7/24/2015,3360.860107,3366.52002,3346.860107,3352.649902,255771100,3352.649902
7/23/2015,3371.120117,3375.969971,3356.370117,3356.370117,333250900,3356.370117
7/22/2015,3369.159912,3377.649902,3352.560059,3359.169922,190123400,3359.169922
7/21/2015,3382.959961,3383.560059,3366.209961,3371.409912,202014200,3371.409912
7/20/2015,3370,3376.22998,3361.320068,3373.47998,224756100,3373.47998
7/16/2015,3351.459961,3358.090088,3345.76001,3353.449951,195164700,3353.449951
7/15/2015,3323.280029,3342.330078,3322.120117,3338.860107,157448600,3338.860107
7/14/2015,3321.590088,3330.22998,3309.280029,3316.5,0,3316.5
7/13/2015,3298.280029,3316.370117,3290.110107,3311.219971,151685700,3311.219971
7/10/2015,3275,3291.409912,3272.590088,3279.879883,185123300,3279.879883
7/9/2015,3261.169922,3289.280029,3249.889893,3267.399902,257116900,3267.399902
7/8/2015,3329.98999,3335.370117,3274.22998,3284.98999,349488100,3284.98999
7/7/2015,3342.199951,3346.47998,3327.699951,3340.929932,204421900,3340.929932
7/6/2015,3319.929932,3334.790039,3307.26001,3332.939941,174041600,3332.939941
7/3/2015,3331.030029,3348.300049,3328.98999,3342.72998,131999200,3342.72998
7/2/2015,3354.820068,3357.949951,3326.360107,3327.840088,173471100,3327.840088
7/1/2015,3317.469971,3342.040039,3311.030029,3331.139893,165755800,3331.139893
6/30/2015,3283.77002,3326.23999,3281.300049,3317.330078,270177600,3317.330078
6/29/2015,3277.899902,3290.629883,3267.679932,3280.179932,215454000,3280.179932
